380	2.927E-07
381	-6.977E-08
382	-5.156E-07
383	3.092E-07
384	1.587E-07
385	2.082E-08
386	3.947E-07
387	1.677E-07
388	4.853E-08
389	5.897E-08
390	7.634E-08
391	5.739E-08
392	-1.042E-08
393	1.833E-07
394	2.307E-07
395	-2.215E-08
396	4.177E-08
397	2.158E-07
398	6.530E-08
399	5.147E-08
400	-1.348E-07
401	1.016E-07
402	1.107E-07
403	5.114E-08
404	-1.929E-09
405	5.299E-08
406	-2.347E-09
407	4.051E-07
408	7.971E-08
409	4.743E-08
410	1.728E-07
411	3.918E-08
412	7.102E-08
413	2.126E-07
414	2.941E-07
415	5.436E-08
416	4.195E-07
417	2.695E-07
418	2.453E-07
419	3.503E-07
420	4.948E-07
421	4.443E-07
422	3.620E-07
423	5.074E-07
424	6.426E-07
425	7.493E-07
426	6.245E-07
427	8.711E-07
428	9.629E-07
429	1.019E-06
430	1.232E-06
431	1.329E-06
432	1.430E-06
433	1.663E-06
434	1.673E-06
435	2.023E-06
436	2.199E-06
437	2.330E-06
438	2.609E-06
439	2.756E-06
440	3.147E-06
441	3.369E-06
442	3.616E-06
443	4.108E-06
444	4.745E-06
445	5.190E-06
446	5.636E-06
447	6.272E-06
448	6.658E-06
449	7.241E-06
450	7.799E-06
451	8.451E-06
452	8.751E-06
453	9.262E-06
454	9.373E-06
455	9.599E-06
456	9.731E-06
457	9.572E-06
458	9.232E-06
459	8.978E-06
460	8.669E-06
461	8.240E-06
462	7.993E-06
463	7.732E-06
464	7.444E-06
465	7.090E-06
466	6.954E-06
467	6.822E-06
468	6.551E-06
469	6.381E-06
470	6.077E-06
471	6.158E-06
472	5.870E-06
473	5.584E-06
474	5.453E-06
475	5.311E-06
476	5.042E-06
477	4.848E-06
478	4.769E-06
479	4.790E-06
480	4.612E-06
481	4.579E-06
482	4.610E-06
483	4.488E-06
484	4.439E-06
485	4.381E-06
486	4.497E-06
487	4.511E-06
488	4.503E-06
489	4.490E-06
490	4.514E-06
491	4.669E-06
492	4.628E-06
493	4.655E-06
494	4.732E-06
495	4.783E-06
496	4.897E-06
497	5.026E-06
498	5.082E-06
499	5.264E-06
500	5.300E-06
501	5.551E-06
502	5.576E-06
503	5.671E-06
504	5.749E-06
505	5.781E-06
506	6.172E-06
507	6.049E-06
508	6.242E-06
509	6.461E-06
510	6.420E-06
511	6.649E-06
512	6.694E-06
513	6.836E-06
514	6.962E-06
515	7.198E-06
516	7.227E-06
517	7.395E-06
518	7.494E-06
519	7.522E-06
520	7.799E-06
521	7.888E-06
522	8.043E-06
523	8.147E-06
524	8.260E-06
525	8.362E-06
526	8.533E-06
527	8.657E-06
528	8.878E-06
529	8.845E-06
530	8.972E-06
531	9.282E-06
532	9.426E-06
533	9.496E-06
534	9.549E-06
535	9.748E-06
536	9.842E-06
537	1.006E-05
538	1.029E-05
539	1.044E-05
540	1.083E-05
541	1.079E-05
542	1.083E-05
543	1.091E-05
544	1.131E-05
545	1.143E-05
546	1.161E-05
547	1.175E-05
548	1.216E-05
549	1.223E-05
550	1.243E-05
551	1.271E-05
552	1.274E-05
553	1.300E-05
554	1.320E-05
555	1.318E-05
556	1.368E-05
557	1.389E-05
558	1.388E-05
559	1.424E-05
560	1.419E-05
561	1.454E-05
562	1.475E-05
563	1.490E-05
564	1.514E-05
565	1.526E-05
566	1.564E-05
567	1.583E-05
568	1.597E-05
569	1.613E-05
570	1.636E-05
571	1.664E-05
572	1.667E-05
573	1.688E-05
574	1.709E-05
575	1.726E-05
576	1.749E-05
577	1.764E-05
578	1.788E-05
579	1.794E-05
580	1.813E-05
581	1.841E-05
582	1.839E-05
583	1.874E-05
584	1.878E-05
585	1.898E-05
586	1.933E-05
587	1.915E-05
588	1.942E-05
589	1.949E-05
590	1.960E-05
591	2.011E-05
592	2.017E-05
593	2.018E-05
594	1.989E-05
595	2.031E-05
596	2.026E-05
597	2.072E-05
598	2.065E-05
599	2.073E-05
600	2.041E-05
601	2.079E-05
602	2.103E-05
603	2.079E-05
604	2.083E-05
605	2.112E-05
606	2.112E-05
607	2.094E-05
608	2.106E-05
609	2.097E-05
610	2.091E-05
611	2.108E-05
612	2.087E-05
613	2.087E-05
614	2.045E-05
615	2.074E-05
616	2.081E-05
617	2.055E-05
618	2.040E-05
619	2.025E-05
620	2.039E-05
621	2.028E-05
622	2.023E-05
623	1.988E-05
624	1.984E-05
625	1.969E-05
626	1.960E-05
627	1.919E-05
628	1.911E-05
629	1.893E-05
630	1.858E-05
631	1.853E-05
632	1.839E-05
633	1.825E-05
634	1.770E-05
635	1.784E-05
636	1.746E-05
637	1.739E-05
638	1.698E-05
639	1.717E-05
640	1.659E-05
641	1.639E-05
642	1.645E-05
643	1.612E-05
644	1.586E-05
645	1.553E-05
646	1.524E-05
647	1.528E-05
648	1.478E-05
649	1.443E-05
650	1.430E-05
651	1.429E-05
652	1.380E-05
653	1.341E-05
654	1.325E-05
655	1.328E-05
656	1.290E-05
657	1.277E-05
658	1.245E-05
659	1.223E-05
660	1.190E-05
661	1.189E-05
662	1.156E-05
663	1.143E-05
664	1.120E-05
665	1.099E-05
666	1.077E-05
667	1.064E-05
668	1.017E-05
669	1.013E-05
670	1.018E-05
671	9.607E-06
672	9.484E-06
673	9.224E-06
674	8.961E-06
675	8.689E-06
676	8.616E-06
677	8.339E-06
678	8.232E-06
679	8.104E-06
680	7.891E-06
681	7.487E-06
682	7.462E-06
683	7.238E-06
684	7.016E-06
685	6.864E-06
686	6.827E-06
687	6.670E-06
688	6.400E-06
689	6.076E-06
690	6.046E-06
691	5.982E-06
692	5.865E-06
693	5.392E-06
694	5.607E-06
695	5.370E-06
696	5.135E-06
697	5.145E-06
698	4.903E-06
699	4.703E-06
700	4.607E-06
701	4.312E-06
702	4.341E-06
703	4.474E-06
704	4.318E-06
705	3.967E-06
706	3.997E-06
707	3.746E-06
708	3.743E-06
709	3.624E-06
710	3.435E-06
711	3.377E-06
712	3.243E-06
713	3.116E-06
714	3.097E-06
715	3.281E-06
716	2.907E-06
717	2.861E-06
718	2.870E-06
719	2.485E-06
720	2.685E-06
721	2.738E-06
722	2.434E-06
723	2.560E-06
724	2.415E-06
725	2.392E-06
726	2.198E-06
727	2.081E-06
728	2.193E-06
