380	1.32938000000000e-06
382	1.38803000000000e-06
384	1.44843000000000e-06
386	1.51057000000000e-06
388	1.57450000000000e-06
390	1.64021000000000e-06
392	1.70773000000000e-06
394	1.77707000000000e-06
396	1.84825000000000e-06
398	1.92127000000000e-06
400	1.99616000000000e-06
402	2.07292000000000e-06
404	2.15156000000000e-06
406	2.23209000000000e-06
408	2.31452000000000e-06
410	2.39887000000000e-06
412	2.48512000000000e-06
414	2.57330000000000e-06
416	2.66341000000000e-06
418	2.75544000000000e-06
420	2.84941000000000e-06
422	2.94532000000000e-06
424	3.04316000000000e-06
426	3.14294000000000e-06
428	3.24466000000000e-06
430	3.34831000000000e-06
432	3.45390000000000e-06
434	3.56142000000000e-06
436	3.67086000000000e-06
438	3.78222000000000e-06
440	3.89550000000000e-06
442	4.01069000000000e-06
444	4.12779000000000e-06
446	4.24677000000000e-06
448	4.36764000000000e-06
450	4.49038000000000e-06
452	4.61499000000000e-06
454	4.74145000000000e-06
456	4.86975000000000e-06
458	4.99987000000000e-06
460	5.13181000000000e-06
462	5.26555000000000e-06
464	5.40107000000000e-06
466	5.53836000000000e-06
468	5.67740000000000e-06
470	5.81817000000000e-06
472	5.96066000000000e-06
474	6.10485000000000e-06
476	6.25072000000000e-06
478	6.39824000000000e-06
480	6.54740000000000e-06
482	6.69818000000000e-06
484	6.85056000000000e-06
486	7.00451000000000e-06
488	7.16001000000000e-06
490	7.31704000000000e-06
492	7.47557000000000e-06
494	7.63559000000000e-06
496	7.79706000000000e-06
498	7.95997000000000e-06
500	8.12429000000000e-06
502	8.28998000000000e-06
504	8.45704000000000e-06
506	8.62542000000000e-06
508	8.79510000000000e-06
510	8.96607000000000e-06
512	9.13828000000000e-06
514	9.31171000000000e-06
516	9.48634000000000e-06
518	9.66213000000000e-06
520	9.83906000000000e-06
522	1.00171000000000e-05
524	1.01962000000000e-05
526	1.03764000000000e-05
528	1.05576000000000e-05
530	1.07398000000000e-05
532	1.09230000000000e-05
534	1.11070000000000e-05
536	1.12920000000000e-05
538	1.14779000000000e-05
540	1.16646000000000e-05
542	1.18522000000000e-05
544	1.20405000000000e-05
546	1.22296000000000e-05
548	1.24194000000000e-05
550	1.26099000000000e-05
552	1.28011000000000e-05
554	1.29929000000000e-05
556	1.31853000000000e-05
558	1.33783000000000e-05
560	1.35719000000000e-05
562	1.37660000000000e-05
564	1.39605000000000e-05
566	1.41556000000000e-05
568	1.43510000000000e-05
570	1.45469000000000e-05
572	1.47431000000000e-05
574	1.49397000000000e-05
576	1.51366000000000e-05
578	1.53337000000000e-05
580	1.55312000000000e-05
582	1.57288000000000e-05
584	1.59267000000000e-05
586	1.61247000000000e-05
588	1.63229000000000e-05
590	1.65212000000000e-05
592	1.67196000000000e-05
594	1.69181000000000e-05
596	1.71166000000000e-05
598	1.73151000000000e-05
600	1.75135000000000e-05
602	1.77120000000000e-05
604	1.79104000000000e-05
606	1.81086000000000e-05
608	1.83068000000000e-05
610	1.85048000000000e-05
612	1.87026000000000e-05
614	1.89002000000000e-05
616	1.90977000000000e-05
618	1.92948000000000e-05
620	1.94917000000000e-05
622	1.96883000000000e-05
624	1.98846000000000e-05
626	2.00806000000000e-05
628	2.02761000000000e-05
630	2.04713000000000e-05
632	2.06661000000000e-05
634	2.08605000000000e-05
636	2.10544000000000e-05
638	2.12478000000000e-05
640	2.14408000000000e-05
642	2.16332000000000e-05
644	2.18251000000000e-05
646	2.20164000000000e-05
648	2.22072000000000e-05
650	2.23974000000000e-05
652	2.25869000000000e-05
654	2.27758000000000e-05
656	2.29641000000000e-05
658	2.31517000000000e-05
660	2.33386000000000e-05
662	2.35248000000000e-05
664	2.37103000000000e-05
666	2.38951000000000e-05
668	2.40791000000000e-05
670	2.42623000000000e-05
672	2.44447000000000e-05
674	2.46264000000000e-05
676	2.48072000000000e-05
678	2.49871000000000e-05
680	2.51663000000000e-05
682	2.53445000000000e-05
684	2.55219000000000e-05
686	2.56984000000000e-05
688	2.58740000000000e-05
690	2.60487000000000e-05
692	2.62224000000000e-05
694	2.63952000000000e-05
696	2.65670000000000e-05
698	2.67379000000000e-05
700	2.69078000000000e-05
702	2.70767000000000e-05
704	2.72446000000000e-05
706	2.74115000000000e-05
708	2.75774000000000e-05
710	2.77422000000000e-05
712	2.79060000000000e-05
714	2.80687000000000e-05
716	2.82304000000000e-05
718	2.83910000000000e-05
720	2.85505000000000e-05
722	2.87089000000000e-05
724	2.88662000000000e-05
726	2.90224000000000e-05
728	2.91775000000000e-05
730	2.93315000000000e-05
